FAMILY NAME;SPECIES/SUBSPECIES;GENUS NAME;SUBGENUS NAME;SPECIES NAME;SUBSPECIES NAME;AUTHORSHIP
Acrididae;Acanthacris ruficornis (Fabricius, 1787);Acanthacris;;ruficornis;;(Fabricius, 1787)
Acrididae;Acrida bicolor (Thunberg, 1815);Acrida;;bicolor;;(Thunberg, 1815)
Acrididae;Acrida oxycephala (Pallas, 1771);Acrida;;oxycephala;;(Pallas, 1771)
Acrididae;Acrida turrita (Linnaeus, 1758);Acrida;;turrita;;(Linnaeus, 1758)
Acrididae;Acrida ungarica (Herbst, 1786);Acrida;;ungarica;;(Herbst, 1786)
Acrididae;Acrotylus fischeri Azam, 1901;Acrotylus;;fischeri;;Azam, 1901
Acrididae;Acrotylus insubricus (Scopoli, 1786);Acrotylus;;insubricus;;(Scopoli, 1786)
Acrididae;Acrotylus longipes (Charpentier, 1845);Acrotylus;;longipes;;(Charpentier, 1845)
Acrididae;Acrotylus patruelis (Herrich-Schäffer, 1838);Acrotylus;;patruelis;;(Herrich-Schäffer, 1838)
Acrididae;Aeropedellus variegatus (Fischer de Waldheim, 1846);Aeropedellus;;variegatus;;(Fischer de Waldheim, 1846)
Acrididae;Aeropedellus volgensis (Predtetshenskii, 1928);Aeropedellus;;volgensis;;(Predtetshenskii, 1928)
Acrididae;Aiolopus simulatrix (Walker, 1870);Aiolopus;;simulatrix;;(Walker, 1870)
Acrididae;Aiolopus strepens (Latreille, 1804);Aiolopus;;strepens;;(Latreille, 1804)
Acrididae;Aiolopus thalassinus (Fabricius, 1781);Aiolopus;;thalassinus;;(Fabricius, 1781)
Acrididae;Anacridium aegyptium (Linnaeus, 1764);Anacridium;;aegyptium;;(Linnaeus, 1764)
Acrididae;Anganacris barabensis (Pallas, 1773);Anganacris;;barabensis;;(Pallas, 1773)
Acrididae;Arcyptera (Arcyptera) fusca (Pallas, 1773);Arcyptera;Arcyptera;fusca;;(Pallas, 1773)
Acrididae;Arcyptera (Arcyptera) tornosi Bolívar, 1884;Arcyptera;Arcyptera;tornosi;;Bolívar, 1884
Acrididae;Arcyptera (Pararcyptera) brevipennis (Brunner von Wattenwyl, 1861);Arcyptera;Pararcyptera;brevipennis;;(Brunner von Wattenwyl, 1861)
Acrididae;Arcyptera (Pararcyptera) labiata (Brullé, 1832);Arcyptera;Pararcyptera;labiata;;(Brullé, 1832)
Acrididae;Arcyptera (Pararcyptera) microptera (Fischer de Waldheim, 1833);Arcyptera;Pararcyptera;microptera;;(Fischer de Waldheim, 1833)
Acrididae;Arminda (Arminda) brunneri Krauss, 1892;Arminda;Arminda;brunneri;;Krauss, 1892
Acrididae;Arminda (Arminda) burri Uvarov, 1935;Arminda;Arminda;burri;;Uvarov, 1935
Acrididae;Arminda (Arminda) fuerteventurae Holzapfel, 1972;Arminda;Arminda;fuerteventurae;;Holzapfel, 1972
Acrididae;Arminda (Arminda) hierroensis Enderlein, 1930;Arminda;Arminda;hierroensis;;Enderlein, 1930
Acrididae;Arminda (Arminda) lancerottensis Holzapfel, 1972;Arminda;Arminda;lancerottensis;;Holzapfel, 1972
Acrididae;Arminda (Arminda) latifrons Enderlein, 1930;Arminda;Arminda;latifrons;;Enderlein, 1930
Acrididae;Arminda (Chopardminda) canariensis Morales Agacino, 1941;Arminda;Chopardminda;canariensis;;Morales Agacino, 1941
Acrididae;Bohemanella frigida (Boheman, 1846);Bohemanella;;frigida;;(Boheman, 1846)
Acrididae;Brachycrotaphus tryxalicerus (Fischer, 1853);Brachycrotaphus;;tryxalicerus;;(Fischer, 1853)
Acrididae;Bryodemella tuberculata (Fabricius, 1775);Bryodemella;;tuberculata;;(Fabricius, 1775)
Acrididae;Calephorus compressicornis (Latreille, 1804);Calephorus;;compressicornis;;(Latreille, 1804)
Acrididae;Calliptamus barbarus (Costa, 1836);Calliptamus;;barbarus;;(Costa, 1836)
Acrididae;Calliptamus coelesyriensis (Giglio-Tos, 1893);Calliptamus;;coelesyriensis;;(Giglio-Tos, 1893)
Acrididae;Calliptamus italicus (Linnaeus, 1758);Calliptamus;;italicus;;(Linnaeus, 1758)
Acrididae;Calliptamus madeirae Uvarov, 1937;Calliptamus;;madeirae;;Uvarov, 1937
Acrididae;Calliptamus plebeius (Walker, 1870);Calliptamus;;plebeius;;(Walker, 1870)
Acrididae;Calliptamus siciliae Ramme, 1927;Calliptamus;;siciliae;;Ramme, 1927
Acrididae;Calliptamus tenuicercis Tarbinskii, 1930;Calliptamus;;tenuicercis;;Tarbinskii, 1930
Acrididae;Calliptamus wattenwylianus (Pantel, 1896);Calliptamus;;wattenwylianus;;(Pantel, 1896)
Acrididae;Celes variabilis (Pallas, 1771);Celes;;variabilis;;(Pallas, 1771)
Acrididae;Chorthippus acroleucus (Müller, 1924);Chorthippus;;acroleucus;;(Müller, 1924)
Acrididae;Chorthippus albomarginatus (De Geer, 1773);Chorthippus;;albomarginatus;;(De Geer, 1773)
Acrididae;Chorthippus alticola alticola Ramme, 1921;Chorthippus;;alticola;alticola;Ramme, 1921
Acrididae;Chorthippus alticola rammei (Ebner, 1928);Chorthippus;;alticola;rammei;(Ebner, 1928)
Acrididae;Chorthippus alticola Ramme, 1921;Chorthippus;;alticola;;Ramme, 1921
Acrididae;Chorthippus apicalis (Herrich-Schäffer, 1840);Chorthippus;;apicalis;;(Herrich-Schäffer, 1840)
Acrididae;Chorthippus apricarius (Linnaeus, 1758);Chorthippus;;apricarius;;(Linnaeus, 1758)
Acrididae;Chorthippus ariasi (Bolívar, 1908);Chorthippus;;ariasi;;(Bolívar, 1908)
Acrididae;Chorthippus biguttulus (Linnaeus, 1758);Chorthippus;;biguttulus;;(Linnaeus, 1758)
Acrididae;Chorthippus binotatus (Charpentier, 1825);Chorthippus;;binotatus;;(Charpentier, 1825)
Acrididae;Chorthippus biroi (Kuthy, 1907);Chorthippus;;biroi;;(Kuthy, 1907)
Acrididae;Chorthippus bornhalmi Harz, 1971;Chorthippus;;bornhalmi;;Harz, 1971
Acrididae;Chorthippus brunneus (Thunberg, 1815);Chorthippus;;brunneus;;(Thunberg, 1815)
Acrididae;Chorthippus bruttius Fontana & La Greca, 1999;Chorthippus;;bruttius;;Fontana & La Greca, 1999
Acrididae;Chorthippus cazurroi (Bolívar, 1898);Chorthippus;;cazurroi;;(Bolívar, 1898)
Acrididae;Chorthippus chloroticus (Bolívar, 1908);Chorthippus;;chloroticus;;(Bolívar, 1908)
Acrididae;Chorthippus cialancensis Nadig, 1986;Chorthippus;;cialancensis;;Nadig, 1986
Acrididae;Chorthippus corsicus (Chopard, 1923);Chorthippus;;corsicus;;(Chopard, 1923)
Acrididae;Chorthippus crassiceps (Ramme, 1926);Chorthippus;;crassiceps;;(Ramme, 1926)
Acrididae;Chorthippus cypriotus Uvarov, 1936;Chorthippus;;cypriotus;;Uvarov, 1936
Acrididae;Chorthippus dichrous (Eversmann, 1859);Chorthippus;;dichrous;;(Eversmann, 1859)
Acrididae;Chorthippus dorsatus (Zetterstedt, 1821);Chorthippus;;dorsatus;;(Zetterstedt, 1821)
Acrididae;Chorthippus dubius (Zubovskii, 1898);Chorthippus;;dubius;;(Zubovskii, 1898)
Acrididae;Chorthippus eisentrauti (Ramme, 1931);Chorthippus;;eisentrauti;;(Ramme, 1931)
Acrididae;Chorthippus jacobsi Harz, 1975;Chorthippus;;jacobsi;;Harz, 1975
Acrididae;Chorthippus jucundus (Fischer, 1853);Chorthippus;;jucundus;;(Fischer, 1853)
Acrididae;Chorthippus jutlandica Fogh Nielsen, 2003;Chorthippus;;jutlandica;;Fogh Nielsen, 2003
Acrididae;Chorthippus karelini (Uvarov, 1910);Chorthippus;;karelini;;(Uvarov, 1910)
Acrididae;Chorthippus lacustris La Greca & Messina, 1975;Chorthippus;;lacustris;;La Greca & Messina, 1975
Acrididae;Chorthippus lesinensis (Krauss, 1888);Chorthippus;;lesinensis;;(Krauss, 1888)
Acrididae;Chorthippus loratus (Fischer de Waldheim, 1846);Chorthippus;;loratus;;(Fischer de Waldheim, 1846)
Acrididae;Chorthippus macrocerus (Fischer de Waldheim, 1846);Chorthippus;;macrocerus;;(Fischer de Waldheim, 1846)
Acrididae;Chorthippus maritimus Mistshenko, 1951;Chorthippus;;maritimus;;Mistshenko, 1951
Acrididae;Chorthippus messinai (La Greca, di Mauro, Viglianisi & Monelli, 2000);Chorthippus;;messinai;;(La Greca, di Mauro, Viglianisi & Monelli, 2000)
Acrididae;Chorthippus mollis (Charpentier, 1825);Chorthippus;;mollis;;(Charpentier, 1825)
Acrididae;Chorthippus montanus (Charpentier, 1825);Chorthippus;;montanus;;(Charpentier, 1825)
Acrididae;Chorthippus nevadensis Pascual, 1978;Chorthippus;;nevadensis;;Pascual, 1978
Acrididae;Chorthippus oschei Helversen, 1986;Chorthippus;;oschei;;Helversen, 1986
Acrididae;Chorthippus parallelus erythropus Faber, 1958;Chorthippus;;parallelus;erythropus;Faber, 1958
Acrididae;Chorthippus parallelus parallelus (Zetterstedt, 1821);Chorthippus;;parallelus;parallelus;(Zetterstedt, 1821)
Acrididae;Chorthippus parallelus tenuis (Brullé, 1832);Chorthippus;;parallelus;tenuis;(Brullé, 1832)
Acrididae;Chorthippus parallelus (Zetterstedt, 1821);Chorthippus;;parallelus;;(Zetterstedt, 1821)
Acrididae;Chorthippus porphyropterus euhedickei (Helversen, 1989);Chorthippus;;porphyropterus;euhedickei;(Helversen, 1989)
Acrididae;Chorthippus porphyropterus porphyropterus (Vorontzovsky, 1928);Chorthippus;;porphyropterus;porphyropterus;(Vorontzovsky, 1928)
Acrididae;Chorthippus porphyropterus (Vorontzovsky, 1928);Chorthippus;;porphyropterus;;(Vorontzovsky, 1928)
Acrididae;Chorthippus pulloides (Ramme, 1926);Chorthippus;;pulloides;;(Ramme, 1926)
Acrididae;Chorthippus pullus (Philippi, 1830);Chorthippus;;pullus;;(Philippi, 1830)
Acrididae;Chorthippus reissingeri Harz, 1972;Chorthippus;;reissingeri;;Harz, 1972
Acrididae;Chorthippus rubratibialis Schmidt, 1978;Chorthippus;;rubratibialis;;Schmidt, 1978
Acrididae;Chorthippus sangiorgii (Finot, 1902);Chorthippus;;sangiorgii;;(Finot, 1902)
Acrididae;Chorthippus tatrae Harz, 1971;Chorthippus;;tatrae;;Harz, 1971
Acrididae;Chorthippus trinacriae (La Greca, di Mauro, Viglianisi & Monelli, 2000);Chorthippus;;trinacriae;;(La Greca, di Mauro, Viglianisi & Monelli, 2000)
Acrididae;Chorthippus vagans (Eversmann, 1848);Chorthippus;;vagans;;(Eversmann, 1848)
Acrididae;Chorthippus willemsei Harz, 1971;Chorthippus;;willemsei;;Harz, 1971
Acrididae;Chorthippus yersini Harz, 1975;Chorthippus;;yersini;;Harz, 1975
Acrididae;Chortopodisma cobellii (Krauss, 1883);Chortopodisma;;cobellii;;(Krauss, 1883)
Acrididae;Chrysochraon beybienkoi Galvagni, 1968;Chrysochraon;;beybienkoi;;Galvagni, 1968
Acrididae;Chrysochraon dispar (Germar, 1834);Chrysochraon;;dispar;;(Germar, 1834)
Acrididae;Cophopodisma ibera Ramme, 1951;Cophopodisma;;ibera;;Ramme, 1951
Acrididae;Cophopodisma pyrenaea (Fischer, 1853);Cophopodisma;;pyrenaea;;(Fischer, 1853)
Acrididae;Dericorys carthagenovae Bolívar, 1877;Dericorys;;carthagenovae;;Bolívar, 1877
Acrididae;Dericorys lobata (Brullé, 1840);Dericorys;;lobata;;(Brullé, 1840)
Acrididae;Dericorys tibialis (Pallas, 1773);Dericorys;;tibialis;;(Pallas, 1773)
Acrididae;Dociostaurus brevicollis (Eversmann, 1848);Dociostaurus;;brevicollis;;(Eversmann, 1848)
Acrididae;Dociostaurus crassiusculus (Pantel, 1886);Dociostaurus;;crassiusculus;;(Pantel, 1886)
Acrididae;Dociostaurus genei (Ocskay, 1833);Dociostaurus;;genei;;(Ocskay, 1833)
Acrididae;Dociostaurus hispanicus Bolívar, 1898;Dociostaurus;;hispanicus;;Bolívar, 1898
Acrididae;Dociostaurus jagoi Soltani, 1978;Dociostaurus;;jagoi;;Soltani, 1978
Acrididae;Dociostaurus kraussi (Ingenizkij, 1897);Dociostaurus;;kraussi;;(Ingenizkij, 1897)
Acrididae;Dociostaurus maroccanus (Thunberg, 1815);Dociostaurus;;maroccanus;;(Thunberg, 1815)
Acrididae;Dociostaurus minutus La Greca, 1962;Dociostaurus;;minutus;;La Greca, 1962
Acrididae;Dociostaurus monserrati Garcia & Presa, 1984;Dociostaurus;;monserrati;;Garcia & Presa, 1984
Acrididae;Dociostaurus tartarus Uvarov, 1921;Dociostaurus;;tartarus;;Uvarov, 1921
Acrididae;Duroniella carinata Mistshenko, 1951;Duroniella;;carinata;;Mistshenko, 1951
Acrididae;Duroniella fracta (Krauss, 1890);Duroniella;;fracta;;(Krauss, 1890)
Acrididae;Duroniella kalmyka (Adelung, 1906);Duroniella;;kalmyka;;(Adelung, 1906)
Acrididae;Duroniella laticornis (Krauss, 1909);Duroniella;;laticornis;;(Krauss, 1909)
Acrididae;Duroniella lucasii (Bolívar, 1881);Duroniella;;lucasii;;(Bolívar, 1881)
Acrididae;Egnatioides desertus Uvarov, 1926;Egnatioides;;desertus;;Uvarov, 1926
Acrididae;Egnatius apicalis Stal, 1876;Egnatius;;apicalis;;Stal, 1876
Acrididae;Epacromius coerulipes (Ivanov, 1887);Epacromius;;coerulipes;;(Ivanov, 1887)
Acrididae;Epacromius pulverulentus (Fischer de Waldheim, 1846);Epacromius;;pulverulentus;;(Fischer de Waldheim, 1846)
Acrididae;Epacromius tergestinus (Charpentier, 1825);Epacromius;;tergestinus;;(Charpentier, 1825)
Acrididae;Epipodisma pedemontana (Brunner von Wattenwyl, 1882);Epipodisma;;pedemontana;;(Brunner von Wattenwyl, 1882)
Acrididae;Eremippus comatus Mistshenko, 1951;Eremippus;;comatus;;Mistshenko, 1951
Acrididae;Eremippus costatus Tarbinskii, 1927;Eremippus;;costatus;;Tarbinskii, 1927
Acrididae;Eremippus miramae Tarbinskii, 1927;Eremippus;;miramae;;Tarbinskii, 1927
Acrididae;Eremippus simplex (Eversmann, 1859);Eremippus;;simplex;;(Eversmann, 1859)
Acrididae;Euchorthippus albolineatus siculus Ramme, 1927;Euchorthippus;;albolineatus;siculus;Ramme, 1927
Acrididae;Euchorthippus albolineatus (Lucas, 1849);Euchorthippus;;albolineatus;;(Lucas, 1849)
Acrididae;Euchorthippus angustulus Ramme, 1931;Euchorthippus;;angustulus;;Ramme, 1931
Acrididae;Euchorthippus chopardi Descamps, 1968;Euchorthippus;;chopardi;;Descamps, 1968
Acrididae;Euchorthippus declivus (Brisout de Barneville, 1848);Euchorthippus;;declivus;;(Brisout de Barneville, 1848)
Acrididae;Euchorthippus elegantulus Zeuner, 1940;Euchorthippus;;elegantulus;;Zeuner, 1940
Acrididae;Euchorthippus madeirae Uvarov, 1935;Euchorthippus;;madeirae;;Uvarov, 1935
Acrididae;Euchorthippus pulvinatus (Fischer de Waldheim, 1846);Euchorthippus;;pulvinatus;;(Fischer de Waldheim, 1846)
Acrididae;Euchorthippus sardous Nadig in Nadig & Nadig, 1934;Euchorthippus;;sardous;;Nadig in Nadig & Nadig, 1934
Acrididae;Euthystira brachyptera (Ocskay, 1826);Euthystira;;brachyptera;;(Ocskay, 1826)
Acrididae;Eyprepocnemis plorans (Charpentier, 1825);Eyprepocnemis;;plorans;;(Charpentier, 1825)
Acrididae;Gomphoceridius brevipennis (Brisout de Barneville, 1858);Gomphoceridius;;brevipennis;;(Brisout de Barneville, 1858)
Acrididae;Gomphocerippus rufus (Linnaeus, 1758);Gomphocerippus;;rufus;;(Linnaeus, 1758)
Acrididae;Gomphocerus sibiricus (Linnaeus, 1767);Gomphocerus;;sibiricus;;(Linnaeus, 1767)
Acrididae;Heteracris adspersa (Redtenbacher, 1889);Heteracris;;adspersa;;(Redtenbacher, 1889)
Acrididae;Heteracris annulosa Walker, 1870;Heteracris;;annulosa;;Walker, 1870
Acrididae;Heteracris littoralis (Rambur, 1838);Heteracris;;littoralis;;(Rambur, 1838)
Acrididae;Hyalorrhipis canescens (Saussure, 1888);Hyalorrhipis;;canescens;;(Saussure, 1888)
Acrididae;Hyalorrhipis clausi (Kittary, 1849);Hyalorrhipis;;clausi;;(Kittary, 1849)
Acrididae;Hyalorrhipis schochi (Saussure, 1884);Hyalorrhipis;;schochi;;(Saussure, 1884)
Acrididae;Italohippus albicornis (La Greca, 1948);Italohippus;;albicornis;;(La Greca, 1948)
Acrididae;Italohippus modestus (Ebner, 1915);Italohippus;;modestus;;(Ebner, 1915)
Acrididae;Italohippus monticola (Ebner, 1915);Italohippus;;monticola;;(Ebner, 1915)
Acrididae;Italopodisma acuminata (La Greca, 1969);Italopodisma;;acuminata;;(La Greca, 1969)
Acrididae;Italopodisma baccettii (La Greca, 1969);Italopodisma;;baccettii;;(La Greca, 1969)
Acrididae;Italopodisma costae (Targioni-Tozzetti, 1881);Italopodisma;;costae;;(Targioni-Tozzetti, 1881)
Acrididae;Italopodisma ebneri (La Greca, 1954);Italopodisma;;ebneri;;(La Greca, 1954)
Acrididae;Italopodisma fiscellana (La Greca, 1954);Italopodisma;;fiscellana;;(La Greca, 1954)
Acrididae;Italopodisma lagrecai (Galvagni, 1973);Italopodisma;;lagrecai;;(Galvagni, 1973)
Acrididae;Italopodisma lucianae (Baccetti, 1959);Italopodisma;;lucianae;;(Baccetti, 1959)
Acrididae;Italopodisma samnitica (La Greca, 1954);Italopodisma;;samnitica;;(La Greca, 1954)
Acrididae;Italopodisma trapezoidalis (La Greca, 1966);Italopodisma;;trapezoidalis;;(La Greca, 1966)
Acrididae;Jacobsiella imitans (Brunner von Wattenwyl, 1882);Jacobsiella;;imitans;;(Brunner von Wattenwyl, 1882)
Acrididae;Leptopternis gracilis (Eversmann, 1848);Leptopternis;;gracilis;;(Eversmann, 1848)
Acrididae;Locusta migratoria (Linnaeus, 1758);Locusta;;migratoria;;(Linnaeus, 1758)
Acrididae;Mecostethus parapleurus (Hagenbach, 1822);Mecostethus;;parapleurus;;(Hagenbach, 1822)
Acrididae;Micropodisma salamandra (Fischer, 1853);Micropodisma;;salamandra;;(Fischer, 1853)
Acrididae;Mioscirtus wagneri (Kittary, 1859);Mioscirtus;;wagneri;;(Kittary, 1859)
Acrididae;Miramella albanica Mistshenko, 1952;Miramella;;albanica;;Mistshenko, 1952
Acrididae;Miramella alpina (Kollar, 1833);Miramella;;alpina;;(Kollar, 1833)
Acrididae;Miramella carinthiaca (Puschnig, 1910);Miramella;;carinthiaca;;(Puschnig, 1910)
Acrididae;Miramella ebneri Galvagni, 1953;Miramella;;ebneri;;Galvagni, 1953
Acrididae;Miramella formosanta (Fruhstorfer, 1921);Miramella;;formosanta;;(Fruhstorfer, 1921)
Acrididae;Miramella irena (Fruhstorfer, 1921);Miramella;;irena;;(Fruhstorfer, 1921)
Acrididae;Morphacris fasciata (Thunberg, 1815);Morphacris;;fasciata;;(Thunberg, 1815)
Acrididae;Myrmeleotettix antennatus (Fieber, 1853);Myrmeleotettix;;antennatus;;(Fieber, 1853)
Acrididae;Myrmeleotettix maculatus (Thunberg, 1815);Myrmeleotettix;;maculatus;;(Thunberg, 1815)
Acrididae;Myrmeleotettix pallidus (Brunner von Wattenwyl, 1882);Myrmeleotettix;;pallidus;;(Brunner von Wattenwyl, 1882)
Acrididae;Notostaurus albicornis (Eversmann, 1848);Notostaurus;;albicornis;;(Eversmann, 1848)
Acrididae;Notostaurus anatolicus (Krauss, 1896);Notostaurus;;anatolicus;;(Krauss, 1896)
Acrididae;Ochrilidia harterti (Bolívar, 1913);Ochrilidia;;harterti;;(Bolívar, 1913)
Acrididae;Ochrilidia hebetata kazaka (Tarbinsky, 1926);Ochrilidia;;hebetata;kazaka;(Tarbinsky, 1926)
Acrididae;Ochrilidia hebetata (Uvarov, 1926);Ochrilidia;;hebetata;;(Uvarov, 1926)
Acrididae;Ochrilidia nuragica Massa, 1994;Ochrilidia;;nuragica;;Massa, 1994
Acrididae;Ochrilidia pruinosa Brunner von Wattenwyl, 1882;Ochrilidia;;pruinosa;;Brunner von Wattenwyl, 1882
Acrididae;Ochrilidia sicula Salfi, 1931;Ochrilidia;;sicula;;Salfi, 1931
Acrididae;Ochrilidia tibialis (Fieber, 1853);Ochrilidia;;tibialis;;(Fieber, 1853)
Acrididae;Odontopodisma acuminata Kis, 1962;Odontopodisma;;acuminata;;Kis, 1962
Acrididae;Odontopodisma albanica Ramme, 1951;Odontopodisma;;albanica;;Ramme, 1951
Acrididae;Odontopodisma carpathica Kis, 1962;Odontopodisma;;carpathica;;Kis, 1962
Acrididae;Odontopodisma decipiens Ramme, 1951;Odontopodisma;;decipiens;;Ramme, 1951
Acrididae;Odontopodisma fallax Ramme, 1951;Odontopodisma;;fallax;;Ramme, 1951
Acrididae;Odontopodisma montana Kis, 1962;Odontopodisma;;montana;;Kis, 1962
Acrididae;Odontopodisma rammei Harz, 1973;Odontopodisma;;rammei;;Harz, 1973
Acrididae;Odontopodisma rubripes (Ramme, 1931);Odontopodisma;;rubripes;;(Ramme, 1931)
Acrididae;Odontopodisma schmidtii (Fieber, 1853);Odontopodisma;;schmidtii;;(Fieber, 1853)
Acrididae;Oedaleus decorus (Germar, 1826);Oedaleus;;decorus;;(Germar, 1826)
Acrididae;Oedaleus senegalensis (Krauss, 1877);Oedaleus;;senegalensis;;(Krauss, 1877)
Acrididae;Oedipoda aurea Uvarov, 1923;Oedipoda;;aurea;;Uvarov, 1923
Acrididae;Oedipoda caerulescens (Linnaeus, 1758);Oedipoda;;caerulescens;;(Linnaeus, 1758)
Acrididae;Oedipoda canariensis Krauss, 1892;Oedipoda;;canariensis;;Krauss, 1892
Acrididae;Oedipoda charpentieri Fieber, 1853;Oedipoda;;charpentieri;;Fieber, 1853
Acrididae;Oedipoda fuscocincta Lucas, 1849;Oedipoda;;fuscocincta;;Lucas, 1849
Acrididae;Oedipoda germanica (Latreille, 1804);Oedipoda;;germanica;;(Latreille, 1804)
Acrididae;Oedipoda miniata (Pallas, 1771);Oedipoda;;miniata;;(Pallas, 1771)
Acrididae;Oedipoda venusta Fieber, 1853;Oedipoda;;venusta;;Fieber, 1853
Acrididae;Omocestus antigai (Bolívar, 1897);Omocestus;;antigai;;(Bolívar, 1897)
Acrididae;Omocestus bolivari Chopard, 1939;Omocestus;;bolivari;;Chopard, 1939
Acrididae;Omocestus femoralis Bolívar, 1908;Omocestus;;femoralis;;Bolívar, 1908
Acrididae;Omocestus haemorrhoidalis (Charpentier, 1825);Omocestus;;haemorrhoidalis;;(Charpentier, 1825)
Acrididae;Omocestus lopadusae La Greca, 1973;Omocestus;;lopadusae;;La Greca, 1973
Acrididae;Omocestus minutissimus (Bolivar, 1878);Omocestus;;minutissimus;;(Bolivar, 1878)
Acrididae;Omocestus minutus (Brullé, 1832);Omocestus;;minutus;;(Brullé, 1832)
Acrididae;Omocestus panteli (Bolívar, 1887);Omocestus;;panteli;;(Bolívar, 1887)
Acrididae;Omocestus petraeus (Brisout de Barneville, 1856);Omocestus;;petraeus;;(Brisout de Barneville, 1856)
Acrididae;Omocestus raymondi (Yersin, 1863);Omocestus;;raymondi;;(Yersin, 1863)
Acrididae;Omocestus rufipes (Zetterstedt, 1821);Omocestus;;rufipes;;(Zetterstedt, 1821)
Acrididae;Omocestus simonyi (Krauss, 1892);Omocestus;;simonyi;;(Krauss, 1892)
Acrididae;Omocestus uhagonii (Bolívar, 1876);Omocestus;;uhagonii;;(Bolívar, 1876)
Acrididae;Omocestus uvarovi Zanon, 1926;Omocestus;;uvarovi;;Zanon, 1926
Acrididae;Omocestus viridulus (Linnaeus, 1758);Omocestus;;viridulus;;(Linnaeus, 1758)
Acrididae;Oropodisma chelmosi Uvarov, 1942;Oropodisma;;chelmosi;;Uvarov, 1942
Acrididae;Oropodisma erymanthosi Willemse, 1971;Oropodisma;;erymanthosi;;Willemse, 1971
Acrididae;Oropodisma karavica La Greca & Messina, 1976;Oropodisma;;karavica;;La Greca & Messina, 1976
Acrididae;Oropodisma kyllinii Willemse, 1971;Oropodisma;;kyllinii;;Willemse, 1971
Acrididae;Oropodisma lagrecai Willemse, 1979;Oropodisma;;lagrecai;;Willemse, 1979
Acrididae;Oropodisma macedonica Ramme, 1951;Oropodisma;;macedonica;;Ramme, 1951
Acrididae;Oropodisma parnassica (Scudder, 1897);Oropodisma;;parnassica;;(Scudder, 1897)
Acrididae;Oropodisma taygetosi Willemse, 1972;Oropodisma;;taygetosi;;Willemse, 1972
Acrididae;Oropodisma tymphrestosi Willemse, 1972;Oropodisma;;tymphrestosi;;Willemse, 1972
Acrididae;Oropodisma willemsei La Greca & Messina, 1976;Oropodisma;;willemsei;;La Greca & Messina, 1976
Acrididae;Pallasiella bolivari (Kuthy, 1907);Pallasiella;;bolivari;;(Kuthy, 1907)
Acrididae;Pallasiella turcomana (Fischer de Waldheim, 1833);Pallasiella;;turcomana;;(Fischer de Waldheim, 1833)
Acrididae;Paracaloptenus bolivari Uvarov, 1942;Paracaloptenus;;bolivari;;Uvarov, 1942
Acrididae;Paracaloptenus caloptenoides (Brunner von Wattenwyl, 1861);Paracaloptenus;;caloptenoides;;(Brunner von Wattenwyl, 1861)
Acrididae;Paracaloptenus cristatus Willemse, 1973;Paracaloptenus;;cristatus;;Willemse, 1973
Acrididae;Paracinema tricolor (Thunberg, 1815);Paracinema;;tricolor;;(Thunberg, 1815)
Acrididae;Peripodisma tymphii Willemse, 1972;Peripodisma;;tymphii;;Willemse, 1972
Acrididae;Pezotettix anatolica Uvarov, 1934;Pezotettix;;anatolica;;Uvarov, 1934
Acrididae;Pezotettix cypria Dirsh, 1949;Pezotettix;;cypria;;Dirsh, 1949
Acrididae;Pezotettix giornae (Rossi, 1794);Pezotettix;;giornae;;(Rossi, 1794)
Acrididae;Pezotettix lagoi Jannone, 1936;Pezotettix;;lagoi;;Jannone, 1936
Acrididae;Platypygius crassus (Karny, 1907);Platypygius;;crassus;;(Karny, 1907)
Acrididae;Platypygius platypygius (Pantel, 1886);Platypygius;;platypygius;;(Pantel, 1886)
Acrididae;Podisma cantabricae Morales Agacino, 1950;Podisma;;cantabricae;;Morales Agacino, 1950
Acrididae;Podisma carpetana (Bolívar, 1898);Podisma;;carpetana;;(Bolívar, 1898)
Acrididae;Podisma dechambrei Chopard, 1952;Podisma;;dechambrei;;Chopard, 1952
Acrididae;Podisma eitschbergeri Harz, 1973;Podisma;;eitschbergeri;;Harz, 1973
Acrididae;Podisma emiliae Ramme, 1926;Podisma;;emiliae;;Ramme, 1926
Acrididae;Podisma goidanichi Baccetti, 1958;Podisma;;goidanichi;;Baccetti, 1958
Acrididae;Podisma magdalenae Galvagni, 1971;Podisma;;magdalenae;;Galvagni, 1971
Acrididae;Podisma pedestris (Linnaeus, 1758);Podisma;;pedestris;;(Linnaeus, 1758)
Acrididae;Podisma ruffoi Baccetti, 1971;Podisma;;ruffoi;;Baccetti, 1971
Acrididae;Podisma silvestrii Salfi, 1935;Podisma;;silvestrii;;Salfi, 1935
Acrididae;Podismopsis keisti (Nadig, 1989);Podismopsis;;keisti;;(Nadig, 1989)
Acrididae;Podismopsis poppiusi (Miram, 1906);Podismopsis;;poppiusi;;(Miram, 1906)
Acrididae;Podismopsis relicta Ramme, 1931;Podismopsis;;relicta;;Ramme, 1931
Acrididae;Podismopsis transsylvanica Ramme, 1951;Podismopsis;;transsylvanica;;Ramme, 1951
Acrididae;Pseudopodisma fieberi (Scudder, 1897);Pseudopodisma;;fieberi;;(Scudder, 1897)
Acrididae;Pseudopodisma nagyi Galvagni & Fontana, 1996;Pseudopodisma;;nagyi;;Galvagni & Fontana, 1996
