FAMILY NAME;SPECIES/SUBSPECIES;GENUS NAME;SUBGENUS NAME;SPECIES NAME;SUBSPECIES NAME;AUTHORSHIP
Tettigoniidae;Platycleis (Parnassiana) chelmos (Zeuner, 1941);Platycleis;Parnassiana;chelmos;;(Zeuner, 1941)
Tettigoniidae;Platycleis (Parnassiana) coracis Ramme, 1920;Platycleis;Parnassiana;coracis;;Ramme, 1920
Tettigoniidae;Platycleis (Parnassiana) dirphys (F. Willemse, 1980);Platycleis;Parnassiana;dirphys;;(F. Willemse, 1980)
Tettigoniidae;Platycleis (Parnassiana) fusca Brunner von Wattenwyl, 1882;Platycleis;Parnassiana;fusca;;Brunner von Wattenwyl, 1882
Tettigoniidae;Platycleis (Parnassiana) gionica (La Greca & Messina, 1976);Platycleis;Parnassiana;gionica;;(La Greca & Messina, 1976)
Tettigoniidae;Platycleis (Parnassiana) menalon (F. Willemse, 1975);Platycleis;Parnassiana;menalon;;(F. Willemse, 1975)
Tettigoniidae;Platycleis (Parnassiana) nigromarginata L. Willemse & F. Willemse, 1987;Platycleis;Parnassiana;nigromarginata;;L. Willemse & F. Willemse, 1987
Tettigoniidae;Platycleis (Parnassiana) panaetolikon (F. Willemse, 1980);Platycleis;Parnassiana;panaetolikon;;(F. Willemse, 1980)
Tettigoniidae;Platycleis (Parnassiana) parnassica (Ramme, 1926);Platycleis;Parnassiana;parnassica;;(Ramme, 1926)
Tettigoniidae;Platycleis (Parnassiana) parnon (F. Willemse, 1980);Platycleis;Parnassiana;parnon;;(F. Willemse, 1980)
Tettigoniidae;Platycleis (Parnassiana) tenuis Heller & F. Willemse, 1989;Platycleis;Parnassiana;tenuis;;Heller & F. Willemse, 1989
Tettigoniidae;Platycleis (Parnassiana) tymphiensis (F. Willemse, 1973);Platycleis;Parnassiana;tymphiensis;;(F. Willemse, 1973)
Tettigoniidae;Platycleis (Parnassiana) tymphrestos (Zeuner, 1941);Platycleis;Parnassiana;tymphrestos;;(Zeuner, 1941)
Tettigoniidae;Platycleis (Parnassiana) vicheti (Delmas & Rambur, 1950);Platycleis;Parnassiana;vicheti;;(Delmas & Rambur, 1950)
Tettigoniidae;Platycleis (Platycleis) affinis Fieber, 1853;Platycleis;Platycleis;affinis;;Fieber, 1853
Tettigoniidae;Platycleis (Platycleis) albopunctata (Goeze, 1778);Platycleis;Platycleis;albopunctata;;(Goeze, 1778)
Tettigoniidae;Platycleis (Platycleis) concii Galvagni, 1959;Platycleis;Platycleis;concii;;Galvagni, 1959
Tettigoniidae;Platycleis (Platycleis) escalerai Bolívar, 1899;Platycleis;Platycleis;escalerai;;Bolívar, 1899
Tettigoniidae;Platycleis (Platycleis) falx (Fabricius, 1775);Platycleis;Platycleis;falx;;(Fabricius, 1775)
Tettigoniidae;Platycleis (Platycleis) iberica Zeuner, 1941;Platycleis;Platycleis;iberica;;Zeuner, 1941
Tettigoniidae;Platycleis (Platycleis) intermedia (Serville, 1839);Platycleis;Platycleis;intermedia;;(Serville, 1839)
Tettigoniidae;Platycleis (Platycleis) ragusai Ramme, 1927;Platycleis;Platycleis;ragusai;;Ramme, 1927
Tettigoniidae;Platycleis (Platycleis) romana Ramme, 1927;Platycleis;Platycleis;romana;;Ramme, 1927
Tettigoniidae;Platycleis (Platycleis) sabulosa Azam, 1901;Platycleis;Platycleis;sabulosa;;Azam, 1901
Tettigoniidae;Platycleis (Platycleis) waltheri Harz, 1966;Platycleis;Platycleis;waltheri;;Harz, 1966
Tettigoniidae;Platycleis (Tessellana) incerta Brunner von Wattenwyl, 1882;Platycleis;Tessellana;incerta;;Brunner von Wattenwyl, 1882
Tettigoniidae;Platycleis (Tessellana) lagrecai (Messina, 1979);Platycleis;Tessellana;lagrecai;;(Messina, 1979)
Tettigoniidae;Platycleis (Tessellana) nigrosignata (Costa, 1863);Platycleis;Tessellana;nigrosignata;;(Costa, 1863)
Tettigoniidae;Platycleis (Tessellana) orina Burr, 1899;Platycleis;Tessellana;orina;;Burr, 1899
Tettigoniidae;Platycleis (Tessellana) sporadarum Werner, 1933;Platycleis;Tessellana;sporadarum;;Werner, 1933
Tettigoniidae;Platycleis (Tessellana) tessellata (Charpentier, 1825);Platycleis;Tessellana;tessellata;;(Charpentier, 1825)
Tettigoniidae;Platycleis (Tessellana) veyseli Koçak, 1984;Platycleis;Tessellana;veyseli;;Koçak, 1984
Tettigoniidae;Psorodonotus fieberi fieberi (Fieber, 1853);Psorodonotus;;fieberi;fieberi;(Fieber, 1853)
Tettigoniidae;Psorodonotus fieberi illyricus Ebner, 1923;Psorodonotus;;fieberi;illyricus;Ebner, 1923
Tettigoniidae;Psorodonotus fieberi macedonicus Ramme, 1931;Psorodonotus;;fieberi;macedonicus;Ramme, 1931
Tettigoniidae;Psorodonotus fieberi (Fieber, 1853);Psorodonotus;;fieberi;;(Fieber, 1853)
Tettigoniidae;Pterolepis agiostratica (Werner, 1874);Pterolepis;;agiostratica;;(Werner, 1874)
Tettigoniidae;Pterolepis anatolica (Werner, 1933);Pterolepis;;anatolica;;(Werner, 1933)
Tettigoniidae;Pterolepis annulata (Fieber, 1853);Pterolepis;;annulata;;(Fieber, 1853)
Tettigoniidae;Pterolepis baccettii (Galvagni, 1976);Pterolepis;;baccettii;;(Galvagni, 1976)
Tettigoniidae;Pterolepis berberica dubronyi (Baccetti, Massa & Canestrelli, 1995);Pterolepis;;berberica;dubronyi;(Baccetti, Massa & Canestrelli, 1995)
Tettigoniidae;Pterolepis berberica (Galvagni, 1989);Pterolepis;;berberica;;(Galvagni, 1989)
Tettigoniidae;Pterolepis bonfilsi (Galvagni, 1976);Pterolepis;;bonfilsi;;(Galvagni, 1976)
Tettigoniidae;Pterolepis bucchicii (Herman, 1874);Pterolepis;;bucchicii;;(Herman, 1874)
Tettigoniidae;Pterolepis cordubensis Bolívar, 1900;Pterolepis;;cordubensis;;Bolívar, 1900
Tettigoniidae;Pterolepis corsicana (Bonfils, 1960);Pterolepis;;corsicana;;(Bonfils, 1960)
Tettigoniidae;Pterolepis derrai (Harz, 1983);Pterolepis;;derrai;;(Harz, 1983)
Tettigoniidae;Pterolepis distinguenda (Werner, 1934);Pterolepis;;distinguenda;;(Werner, 1934)
Tettigoniidae;Pterolepis edentata (F. Willemse, 1982);Pterolepis;;edentata;;(F. Willemse, 1982)
Tettigoniidae;Pterolepis elymica Galvagni & Massa, 1980;Pterolepis;;elymica;;Galvagni & Massa, 1980
Tettigoniidae;Pterolepis ferdinandi (L. Willemse & Tilmans, 1987);Pterolepis;;ferdinandi;;(L. Willemse & Tilmans, 1987)
Tettigoniidae;Pterolepis germanica (Herrich-Schäffer, 1840);Pterolepis;;germanica;;(Herrich-Schäffer, 1840)
Tettigoniidae;Pterolepis graeca (Uvarov, 1942);Pterolepis;;graeca;;(Uvarov, 1942)
Tettigoniidae;Pterolepis grisea (Baccetti, 1991);Pterolepis;;grisea;;(Baccetti, 1991)
Tettigoniidae;Pterolepis insularis (Ramme, 1928);Pterolepis;;insularis;;(Ramme, 1928)
Tettigoniidae;Pterolepis japygia (La Greca, 1959);Pterolepis;;japygia;;(La Greca, 1959)
Tettigoniidae;Pterolepis lusitanica (Bolívar, 1900);Pterolepis;;lusitanica;;(Bolívar, 1900)
Tettigoniidae;Pterolepis minerva (Baccetti, 1991);Pterolepis;;minerva;;(Baccetti, 1991)
Tettigoniidae;Pterolepis neglecta Costa, 1863;Pterolepis;;neglecta;;Costa, 1863
Tettigoniidae;Pterolepis pedata Costa, 1882;Pterolepis;;pedata;;Costa, 1882
Tettigoniidae;Pterolepis poneli (Harz & Voisin, 1987);Pterolepis;;poneli;;(Harz & Voisin, 1987)
Tettigoniidae;Pterolepis silvestrii (Ramme, 1936);Pterolepis;;silvestrii;;(Ramme, 1936)
Tettigoniidae;Pterolepis spoliata grallata (Pantel, 1886);Pterolepis;;spoliata;grallata;(Pantel, 1886)
Tettigoniidae;Pterolepis spoliata kaltenbachi Galvagni, 1981;Pterolepis;;spoliata;kaltenbachi;Galvagni, 1981
Tettigoniidae;Pterolepis spoliata llorente Galvagni, 1981;Pterolepis;;spoliata;llorente;Galvagni, 1981
Tettigoniidae;Pterolepis spoliata minor Bolivar, 1899;Pterolepis;;spoliata;minor;Bolivar, 1899
Tettigoniidae;Pterolepis spoliata nadigi Galvagni, 1981;Pterolepis;;spoliata;nadigi;Galvagni, 1981
Tettigoniidae;Pterolepis spoliata nevadensis Galvagni, 1981;Pterolepis;;spoliata;nevadensis;Galvagni, 1981
Tettigoniidae;Pterolepis spoliata pascuali Galvagni, 1981;Pterolepis;;spoliata;pascuali;Galvagni, 1981
Tettigoniidae;Pterolepis spoliata raggei Galvagni, 1981;Pterolepis;;spoliata;raggei;Galvagni, 1981
Tettigoniidae;Pterolepis spoliata spoliata Rambur, 1839;Pterolepis;;spoliata;spoliata;Rambur, 1839
Tettigoniidae;Pterolepis spoliata Rambur, 1839;Pterolepis;;spoliata;;Rambur, 1839
Tettigoniidae;Pterolepis thyrrhenica (La Greca, 1952);Pterolepis;;thyrrhenica;;(La Greca, 1952)
Tettigoniidae;Pterolepis trilobata (La Greca & Messina, 1974);Pterolepis;;trilobata;;(La Greca & Messina, 1974)
Tettigoniidae;Pterolepis uvarovi (Ramme, 1936);Pterolepis;;uvarovi;;(Ramme, 1936)
Tettigoniidae;Pterolepis werneri (F. Willemse, 1982);Pterolepis;;werneri;;(F. Willemse, 1982)
Tettigoniidae;Saga campbelli Uvarov, 1921;Saga;;campbelli;;Uvarov, 1921
Tettigoniidae;Saga hellenica Kaltenbach, 1967;Saga;;hellenica;;Kaltenbach, 1967
Tettigoniidae;Saga natoliae Serville, 1839;Saga;;natoliae;;Serville, 1839
Tettigoniidae;Saga pedo (Pallas, 1771);Saga;;pedo;;(Pallas, 1771)
Tettigoniidae;Saga rammei Kaltenbach, 1965;Saga;;rammei;;Kaltenbach, 1965
Tettigoniidae;Saga rhodiensis Salfi, 1929;Saga;;rhodiensis;;Salfi, 1929
Tettigoniidae;Sepiana sepium (Yersin, 1854);Sepiana;;sepium;;(Yersin, 1854)
Tettigoniidae;Tettigonia cantans (Fuessli, 1775);Tettigonia;;cantans;;(Fuessli, 1775)
Tettigoniidae;Tettigonia caudata (Charpentier, 1845);Tettigonia;;caudata;;(Charpentier, 1845)
Tettigoniidae;Tettigonia hispanica (Bolívar, 1893);Tettigonia;;hispanica;;(Bolívar, 1893)
Tettigoniidae;Tettigonia longispina Ingrisch, 1983;Tettigonia;;longispina;;Ingrisch, 1983
Tettigoniidae;Tettigonia silana Capra, 1936;Tettigonia;;silana;;Capra, 1936
Tettigoniidae;Tettigonia viridissima (Linnaeus, 1758);Tettigonia;;viridissima;;(Linnaeus, 1758)
Tettigoniidae;Thyreonotus bidens (Bolívar, 1887);Thyreonotus;;bidens;;(Bolívar, 1887)
Tettigoniidae;Thyreonotus corsicus (Rambur, 1839);Thyreonotus;;corsicus;;(Rambur, 1839)
Tettigoniidae;Yersinella beybienkoi La Greca, 1974;Yersinella;;beybienkoi;;La Greca, 1974
Tettigoniidae;Yersinella raymondii (Yersin, 1860);Yersinella;;raymondii;;(Yersin, 1860)
Tridactylidae;Asiotridactylus fasciatus (Guerin-Meneville, 1844);Asiotridactylus;;fasciatus;;(Guerin-Meneville, 1844)
Tridactylidae;Bruntridactylus irremipes (Uvarov, 1934);Bruntridactylus;;irremipes;;(Uvarov, 1934)
Tridactylidae;Bruntridactylus tartarus (Saussure, 1874);Bruntridactylus;;tartarus;;(Saussure, 1874)
Tridactylidae;Xya iberica Günther, 1990;Xya;;iberica;;Günther, 1990
Tridactylidae;Xya pfaendleri (Harz, 1970);Xya;;pfaendleri;;(Harz, 1970)
Tridactylidae;Xya variegata Latreille, 1809;Xya;;variegata;;Latreille, 1809
